Date,Client_Future Index Long,Client_Future Index Short,Client_Option Index Call Long,Client_Option Index Put Long,Client_Option Index Call Short,Client_Option Index Put Short,DII_Future Index Long,DII_Future Index Short,DII_Option Index Call Long,DII_Option Index Put Long,DII_Option Index Call Short,DII_Option Index Put Short,FII_Future Index Long,FII_Future Index Short,FII_Option Index Call Long,FII_Option Index Put Long,FII_Option Index Call Short,FII_Option Index Put Short,Total Call Options - Open Interest BANK NIFTY INDEX,Total Put Options - Open Interest BANK NIFTY INDEX,Total Futures - Open Interest BANK NIFTY INDEX,Price - BANK NIFTY INDEX,Returns - BANK NIFTY INDEX,NSE VIX - India,is_expiry,Total_OI
8/21/2025,197261,85821,1743808,1427685,1707471,1834552,71015,40103,950,44854,0,0,22225,190275,277304,444635,292269,182101,585442,447583,89017,55341.85,0.002902557,12.355,0,11223218
8/22/2025,203646,86598,2750710,1520370,2739687,2100450,70088,41103,950,44854,0,0,23354,194863,381017,527827,440409,233258,611826,469085,85278,55734.9,0.007077118,12.34,0,15289810
8/25/2025,203063,87442,2679412,1913487,2766256,2379658,68632,41103,370,44854,0,0,31241,201479,400256,549594,447635,287892,615262,506084,82323,55865.15,0.002334229,11.79,0,16223232
8/26/2025,209787,86446,3123990,1657634,3024398,2185212,69308,42009,370,44854,0,0,35491,212420,469122,591883,522034,300349,659890,502484,84430,55698.5,-0.002987534,11.785,0,17122294
8/28/2025,207664,80029,1723523,1138505,1628867,1551395,73646,37480,370,22179,0,0,16621,185135,251762,427322,297771,141303,708867,538880,84472,55755.45,0.001021947,11.3725,0,10068488
8/29/2025,214659,84343,2635383,1522862,2496023,2020655,74840,38006,370,34939,0,0,18187,193382,415906,523898,491059,248841,933609,545687,92309,55149.4,-0.010929297,11.7275,0,14763310
9/1/2025,215040,85594,2505461,2370830,2474990,2782888,74724,40406,370,34939,0,0,19646,192193,388829,586370,440532,390020,1025403,578889,91081,55139.3,-0.000183156,11.7575,0,17218118
9/2/2025,216275,86175,1595051,1156355,1540853,1634705,74965,40806,370,34939,0,0,17220,197645,252789,450744,290844,152878,1094675,573237,89946,54450.45,-0.012571597,12.1925,0,10131986
9/3/2025,216745,85485,1855428,1879058,1899385,2258596,75194,39506,970,34939,0,0,17606,200402,328489,519945,391345,300650,1145109,813450,103010,53820.35,-0.011639465,12.1775,0,13354450
9/4/2025,217226,86646,2738331,1970719,2657689,2445711,75521,41343,970,34939,0,0,18068,206645,412100,564196,471503,293796,385059,341554,86047,53655.65,-0.003064873,11.7525,0,16052756
9/5/2025,217989,87353,2842453,2145395,2817800,2577950,75862,38993,970,37539,0,0,16715,208130,487024,621360,529256,336406,406031,369884,87037,54002.45,0.00644264,11.2925,0,17234918
9/8/2025,219016,85968,2900870,2413966,2900550,2870311,75800,37703,970,37539,0,0,18193,209553,562423,697622,554786,411510,456773,392368,91370,53661,-0.006342935,11.4,0,18916328
9/9/2025,218724,86354,1553308,1358054,1535423,1759413,75600,37703,970,37539,0,0,20018,209868,279565,467098,298800,189896,452592,419332,89313,54067.55,0.00754771,10.93,0,10599006
9/10/2025,212107,85476,1974113,1950202,1963049,2332358,78043,39503,970,27445,0,0,23924,210064,332668,536331,385732,295980,470451,424109,89222,54075.45,0.000146103,10.8525,0,13825492
9/11/2025,211045,84736,2210104,2410003,2282471,2737740,78043,39503,970,27445,0,0,25119,207919,378573,589398,409064,330311,479476,427286,88196,54114.55,0.000722803,10.78,0,16069294
9/12/2025,205394,83097,2257645,2778612,2393459,3074165,78054,39503,970,27445,0,0,26661,199010,456539,678980,457311,402704,473754,449581,86595,54186.9,0.001336086,10.8375,0,17646872
9/15/2025,206755,82406,2779958,2729008,2762466,3144706,78054,41203,970,27445,0,0,26579,197735,499486,717993,535925,430567,493107,463835,87830,54216.1,0.00053873,10.685,0,19217420
9/16/2025,199829,82089,1425706,1642876,1470393,1942718,79769,40537,970,27445,0,0,26430,185991,298333,490570,308570,229468,485657,490211,85152,54536,0.005883122,10.5375,0,11104820
9/17/2025,195075,82257,1750202,1938105,1852984,2262347,81097,39971,970,37845,0,0,27064,177724,375596,547466,386440,304838,486582,507556,82198,54669.6,0.002446762,10.36,1,13486992
9/18/2025,189243,80314,2157714,2298331,2307126,2712851,83380,39971,963,41245,0,0,27813,171472,431295,616493,419058,340222,488729,513117,78817,54809.3,0.002552091,10.1225,0,15861980
9/19/2025,193006,79469,2735289,2364189,2791042,2739076,83556,40546,963,40045,0,0,25482,172255,524961,635317,490990,367142,508866,527740,78214,54887.85,0.001432125,10.3975,0,17616242
9/22/2025,191282,83494,3346119,2284800,3326349,2716171,83104,40546,963,36595,0,0,26056,170310,582366,667889,616549,381910,516594,564470,76404,55147.6,0.004721215,10.2725,0,19672292
9/23/2025,192884,83282,1774611,1551988,1803938,1900239,84184,38946,963,36845,0,0,27060,169238,313723,505629,346177,238258,546701,591825,72679,55493.3,0.006249066,10.2475,0,11784832
9/24/2025,196282,82472,2346866,1724656,2384327,2198098,82576,38946,963,31495,0,0,29680,174979,387894,591874,446592,316811,572532,630337,68629,55727.45,0.004210551,9.885,0,14597112
9/25/2025,201678,85649,3069240,1813250,3052700,2324581,83432,37246,963,25645,0,0,33574,181460,490236,661734,565970,342115,614934,635209,68500,55458.85,-0.00483154,9.9675,0,17308108
9/26/2025,215067,84788,3573150,1928506,3586252,2379522,83431,35046,25063,25645,0,0,33565,200527,625853,753826,682758,418024,652117,632041,66464,55284.75,-0.003144202,10.5575,0,19609602
9/29/2025,212772,85657,3487694,2219030,3546637,2714339,83527,35767,13363,25645,0,0,39999,209583,673693,819160,699252,497231,656542,733354,68958,55509.75,0.004061579,10.625,0,20657724
9/30/2025,193487,68064,1471677,1025223,1425886,1416084,83610,33467,9463,25645,0,0,11968,188058,243003,440915,306297,169406,811046,690432,65674,55121.5,-0.007018841,10.5225,0,9147128
10/1/2025,193862,61300,1835402,1989232,1925285,2333162,84836,33542,10603,25645,0,0,13912,190822,357533,575568,372340,294319,841286,699427,71288,54976.2,-0.002639475,10.7825,0,13315324
10/3/2025,203594,61671,2382986,2551188,2592184,2957709,85045,33542,10603,25645,0,0,14740,204236,435776,714678,440435,423943,988361,700870,79543,54389.35,-0.010732002,11.425,0,17301340
10/6/2025,193678,60053,2367230,2998759,2463803,3293330,85017,36942,10603,25645,0,0,16306,213884,467977,749022,441453,467653,866377,757043,74790,54461,0.001316487,11.365,0,18596120
10/7/2025,186056,62708,1522387,1435898,1542950,1759174,83629,37442,10453,26845,0,0,16302,205832,279900,473007,302475,215629,861149,821557,75466,54635.85,0.003205412,11.065,0,10670458
10/8/2025,190887,63242,2307775,1673450,2338095,2086616,81622,34186,10453,28820,0,0,16643,205319,355775,561138,399689,277310,363660,409898,59109,55347.95,0.012949361,10.2875,0,14218522
10/9/2025,192455,63868,2249199,2298435,2406912,2602306,79031,34101,11153,30920,0,0,16359,202169,372613,585061,393230,324721,395327,455576,60259,55589.25,0.004350216,10.06,0,15810436
10/10/2025,191878,65620,2310910,2881227,2456521,3206449,78791,34101,11153,30920,0,0,16085,197424,467200,705720,454751,425386,432596,488458,58255,56104.85,0.009232424,10.1925,0,17980692
10/13/2025,192610,57392,2862090,2704895,2910126,3158124,81859,34031,11153,29320,0,0,15893,201602,471899,696850,507414,378118,460074,512134,55434,56239.35,0.002394428,10.05,0,19461308
10/14/2025,197580,61115,1929369,1415287,1875338,1819089,78678,34181,11153,28520,0,0,16255,210635,294716,505650,325879,214243,487556,513651,53487,56018.25,-0.003939159,10.3125,0,11959806
10/15/2025,199029,69015,1941400,2109695,2103096,2474154,78685,35781,11653,28520,0,0,18420,207535,388724,603176,391091,344648,500980,539830,54180,56192.05,0.003097757,10.12,0,15047500
10/16/2025,188687,79977,2037054,2749384,2166280,2999435,85875,39381,12390,28520,0,0,31061,193999,513127,717269,421816,429056,512213,586017,56290,56609.75,0.007405944,10.1025,0,16913230
10/17/2025,176430,84974,2458638,2769673,2508213,3218510,81613,39545,11190,44820,0,0,35421,177941,576956,789945,494668,509542,534759,602568,56874,56625,0.000269352,11.0075,0,18618596
10/20/2025,185407,95626,1747238,1760612,1751276,2066762,79138,39702,11190,48720,0,0,40857,178185,399981,580985,354254,320708,579987,577366,54307,56496.45,-0.002272779,11.155,0,12514794
10/21/2025,182701,95873,2003334,1924986,2010888,2256157,78882,40989,11190,48720,0,0,41725,178754,427163,603637,387691,358611,573273,630109,55644,56799.9,0.005356761,10.53,0,13920824
10/23/2025,178572,102037,2605967,2277170,2598758,2681791,77510,45984,12090,50420,0,0,51852,165363,593204,689573,520977,434889,564372,668316,56669,57422.55,0.010902518,10.865,0,17153204
10/24/2025,176249,95808,3217776,2365927,3324000,2777311,76394,39344,12126,48820,0,0,52577,159124,727466,744535,674020,482235,606227,713124,55902,57713.35,0.005051433,11.625,0,19968250
10/27/2025,172300,96758,2813486,2947457,3006870,3322387,75920,39324,12162,55620,0,0,56880,164512,637647,776267,587943,544343,648470,743171,59688,58033.2,0.005526745,11.355,0,20706890
10/28/2025,150801,75156,1469814,1226253,1436054,1515191,73900,46948,972,35957,0,0,29492,121658,270517,380878,284650,202558,653929,751912,59027,58007.2,-0.00044812,11.2975,0,9567102
10/29/2025,152430,81929,1695458,1842550,1783425,2070339,74542,39279,1013,41727,0,0,29916,128230,357309,454756,352202,307113,710737,813874,64555,58078.05,0.001220655,11.7325,1,12367274
10/30/2025,163622,82278,2705788,1779761,2649215,2180751,74594,37729,1263,41727,0,0,28410,138858,510212,542950,532779,320635,889438,786924,64244,57699.6,-0.006537554,11.59,0,15573106
10/31/2025,170939,86744,3381816,1903497,3342468,2362449,74823,35887,1263,40027,0,0,27954,146627,672848,599062,661992,358978,813358,879590,68810,58114.25,0.007160659,11.8575,0,18520938
